539,The Fundamental Atomic Constants,J. H. Sanders,Oxford University Press,1965,Second,,Progress Reports In Atomic Physics; Early Measurements; Light Velocity; Precise Measurements,Ex-Libris,,M
,Theoretical Physics,W. Wilson,Methuen And Co.,1931,,1,Theoretical Physics; Tensor Analysis; Gauss ; Stokes; Fourier; Dynamics; Wave Propagation; Elasticity; Hydrodynamics; Viscous Fluid; Statistical Mechanics; Thermodynamics,T. E. Nevin,,Y
,Theoretical Physics,Georg Joos; Ira M. Freeman ,Blackie And Son,1958,Third,,Theoretical Physics; Vector Analysis; Vibrations And Waves; Functions Of Complex Variable; Single Particle Mechanics; Magnetostatic Field; Homogenous Isotropic Media; Diffraction; Interference Optics; Electrolytic Conduction; Metallic Conduction; Moving Bodies; Thermodynamic Systems; Nernst Heat Theorem; Boltzmann; Bose Einstein; Fermi Dirac; Nuclear Physics; Elastomers,Michael Hoey,,Y
,"Units and Standards for Electromagnetism (The Wykeham science series, 15)", P. Vigoureux; R.A.R. Tricker, Taylor & Francis Ltd,1971,,,Electromag; Units; Material Standards; Comparison Of Standards,T. E. Nevin,,M
,Fundamentals of Electromagnetics for Electrical and Computer Engineering, Nannapaneni Narayana Rao, Pearson,,,,Electromag; Maxwells Equations; Wave Propagation; Waveguide ; Antenna Basis,,,Y
,Foundations Of Electromagnetic Theory,John R. Reitz; Frederick J. Milford,Addison-Wesley Publishing Co.,1960,,,Electromag; Vector Analysis; Electrostatics; Dielectrics; Current; Induction; Magnetic Properties; Plasma Physics; Maxwells Equations; Electrodynamics,Michael J. Hoey,,Y
 ,Classical Electricity And Magnetism,Wolfgang K. H. Panofsky; Melba Phillips,Addison-Wesley Publishing Co.,1955,,,Electromag; Electrostatic Field; Potential Problems; Currents; Maxwells Equations; Wave Equation; Special Relativity; Covariance; Radiation; Hamiltonian Form,Paul Allen,,Y
,"College Physics: Electricity, Magnetism and Optics",Francis Weston Sears; Mark W. Zemansky,Addison Wesley Publishing,1957,Second,2,Electromag; Coloumb; Dielectrics; Induction; Illumination; Colour; Interference; Diffraction; Spectra; Nuclear Physics,T. E. Nevin,,Y
,Foundations Of Electromagnetic Theory,John R. Reitz; Frederick J. Milford,Addison Wesley Publishing,1967,Second,,Electromag; Vector Analysis; Electrostatics; Dielectrics; Current; Induction; Magnetic Properties; Plasma Physics; Maxwells Equations; Electrodynamics; Superconductors; Special Relativity,T. E. Nevin,,Y
,Microwave Transmission,J. C. Slater,Dover Publications,1959,,,Electromag; Transmission Lines; Maxwells Equations; Waveguide; Antenna Radiation; Coupling of Coaxial Lines,Michael J. Hoey,,Y
,Wave Mechanics,H. T. Flint,Methuen And Co.,1967,,,Electromag; Dynamics; Optics; Wave Function; Schrodinger Matrices; Angular Momentum,T. E. Nevin,,Y
,"Electricity, Magnetism and Atomic Physics: Electricity and Magnetism",J. H. Fewkes; John Yarwood,University Tutorial Press,1956,,1,Electromag; Dimensions and Units; Dielectrics; Electrolysis; Thermoelectricity; Circuits; Vector Analysis,Paul Allen,,Y
,Electricity and Matter,J. J. Thomson,Yale University Press,1904,,,Electromag; Atomic Structure; Atom; Radioactivity; Bound Mass,T. E. Nevin,,Y
,Elementary Wave Mechanics,W. Heitler,Oxford Clarendon Press,1945,,,Electromag; Wave Equation; Quantum Mechanics; Hydrogen Atom; Zeeman Effect; Two Electron Problem; Perturbation Theory; Homopolar Chemical Bond; Valency,T. E. Nevin,,Y
,Introduction to Electromagnetic Fields and Waves,Dale R. Corson; Paul Lorrain,W. H. Freeman and Co.,1962,,,Electromag; Vectors; Electrostatic Fields; Dielectrics; Magnetic Fields; Electromotance; Maxwells Equations; Reflection; Refraction; Guidewave,T. E. Nevin,,Y
,Particle Physics: The High Energy Frontier,M. Staneley Livingston,McGraw-Hill Book Co. ,1968,,,Particle; Nuclear Atom; Quanta; Parity; Isotopic Spin; Strangeness; Resonances; Basic Symmetry,Alex Montwill,,Y
,The Fundamental Particles,C. E. Swartz,Addison Wesley Publishing,1965,,,Particle; Bohr Atom; Electron; Interactions; Conservation Laws; Resonance; Short Lived Particles,Peter Mitchill,,Y
,Meson Theory of Nuclear Forces,Wolfgang Pauli,Interscience Publishers,1946,,,Particle; Meson Fields; Vector Field Theory; Meson Scattering; Quantum Scattering; Heisenberg; Neutron Proton Scattering; Strong Coupling Theory,T. E. Nevin,,Y
,Elementary Particle Physics,Stephen Gasiorowicz,John Wiley And Sons,1966,,,Particle; Dirac Field; Scalar Field; Mesons; Photons; Lorentz Invariance; Scattering Matrix; Compton Effect; Bremsstrahlung; Perturbation Theory; Baryons; Eightfold Way; Boson Resonance; Partial Wave Amplitudes; Dynamical Origin of Resonances; Beta Decay; Beta Interaction; Weak Interaction,Alex Montwill,,Y
,Theoretical Mechanics: Statics and The Dynamics of a Particle,William Duncan MacMillan,Dover Publications,1958,,,Particle; Vectors; Velocity; Mass And Force; Work And Energy; Gravity Center; Inertia Moments; Statics of Rigid Bodies; Virtual Work; Deformable Bodies; Particle Dynamics; Curvliniear Motion; Central Forces; Constrained Motion; Lagrange; Hamilton Canonical Equations, ,,Y
,Quantum Electrodynamics, Gunnar Kallen, Allen & Unwin,1973,,,Particle; Free Electromagnetic Field; Free Dirac Field; Perturbation Theory; Radiative Corrections; Renormalization,T. E. Nevin,,Y
,Molecules and Motion,Jon Ogborn,Nuffield Physics Special,1973,,,Particle; Molecules and Gasses; Boyle,T. E. Nevin,,Y
,The Fundamental Constants and Quantum Electrodynamics,B. N. Taylor; W. H. Parker; D. N. Langenberg,Academic Press,1969,,,Particle; Fundamental Constants; Auxiliary Constants; Least Square; QED,T. E. Nevin,,Y
,Electron Physics: The Physics of the Free Electron,O. Klemperer,Butterworths,1961,,,Particle; Electron Motion; Electron Flow; Cathode Ray Detection; Electron Mass; Wave Nature of Electron; Spin; Magnetic Moment,T. E. Nevin,,Y
,The Cyclotron,W. B. Mann,Methuen And Co.,1940,,,Particle; Magnetic Resonance Acceleration; Cyclotron Vacuum Chamber; Ion Source; Magnetic Focusing,T. E. Nevin,,Y
,The Principles of Cloud-Chamber Technique,J. G. Wilson,Cambridge University Press,1951,,,Particle; Condesation; Ionization; Supersaturation; Counter Control; Cloud Chamber Photography,T. E. Nevin,,Y
,Band Spectra and Molecular Structure,R. De L. Kronig,Cambridge University Press,1930,,,Optics; Diatomic Molecules; Fine Structure; Macroscopic Properties; Chemical Binding,T. E. Nevin,,Y
,Optical Andecdotes,D. J. Lovell,Spie,1984,,,Optics; History; Anecdotes,,,M
,Fudamentals of Physics Optics,Francis A. Jenkins; Harvey E. White,McGraw-Hill Book Co. ,1937,,,Optics; Superposition of Waves; Interference; Fraunhoffer; Double Slit; Diffraction Grating; Fresnel; Absorption and Scattering; Dispersion; Polarization; Magnto-optics,T. E. Nevin,,Y
,Nature Series: Polarisation of Light,William Spottiswoode,Spottiswoode and Co.,1883,Fourth,,Optics; Polarization; Polariscopes; Wave Theory; Circular Polarization; Atmospheric Polarisation; Colour,,,Y
,Radiation and Optics,John M. Stone,McGraw-Hill Book Co. ,1963,,,Optics; Vector Analysis; Sinusoidal Oscillations; Microscopic Maxwell Equation; Energy Flow; Monochromatic Dipole Radiation; Fraunhoffer; Kirchhoff; Fresnel; Fourier Analysis; Lorentz Atoms; Polychromatic Waves; Scattering; Reflection; Transmission; Double Refraction; Magnetoptics,T. E. Nevin,,Y
,Diffraction: Coherence in Optics,M. Francon,Pergamon Press,1966,,,Optics; Huygens; Diffraction; Monochromatic Point Source; Aperture; Fourier Transformation; Coherence; Optical Instrument,,,Y
,Physics Optics,Robert W. Wood,The Macmillan Company,1923,,,Optics; Rectilinear Propagation; Refraction of Light; Dispersion; Interference; Diffraction; Spectroscopes; Polarization; Dispersion; Absorption of Light; Radiation; White Light,T. E. Nevin,Talks about Ether,Y
,High Power Gas Lasers,Various Authors,Institute of Physics Conference Series,1975,,,Optics; Research Papers; Lasers; Gas ,,,Y
,Wave Mechanics,H. T. Flint,Methuen And Co.,1929,,,Waves; Dynamics; Mechanical Waves; Wave Function,T. E. Nevin,,Y
,Wave Filters,L. C. Jackson,Methuen And Co.,1944,,,Waves; Wave Filters; Filter Construction; Acoustic,T. E. Nevin,,M
,Wave Guides,H. R. L. Lamont,Methuen And Co.,1946,Second,,Waves; Waveguide; Attenuation; Stability; Radiators,T. E. Nevin,,M
,Acoustics for Musicians,Percy C. Buck,Oxford Clarendon Press,1918,,,Waves; Pitch; Intensity; Quality; Temperament; Transmission,T. E. Nevin,,M
,Vibrations and Waves,Norman Feather,Penguin Books,1961,,,Waves; Stretched Strings; Coupled Vibrations; Elastic Vibrations; Plane Waves; Water Waves; Interference; Diffraction; Wave Particle Duality,T. E. Nevin,,Y
,"Vibrations, Waves and Diffraction",H. J. J. Braddick,McGraw-Hill Book Co. ,1965,,,Waves; Harmonic Oscillators; Forced Oscillations; Fourier Analysis; Group Velocity; Stationary Wave Patterns; Reflection; Huygens Principle; Diffraction,T. E. Nevin,,Y
,Mechanical Vibrations,J. P. Den Hartog,McGraw-Hill Book Co. ,1956,,,Waves; Kinematics; Degrees of Freedom; Multicylinder Engines; Rotating Machinery; Self Excited Vibrations,L. Jacob,,Y
,Waves,C. A. Coulson,Oliver And Boyd,1961,Seventh,,Waves; Wave Equation; Strings; Waves in Membranes; Liquid Waves; Sound Waves; Electric Waves,T. E. Nevin,,Y
,Sound,R. C. Brown,Longmans,1954,,,Waves; Vibratory Motion; Sound Wave Propagation; Wave Behaviour; Forced Vibrations; Sound,T. E. Nevin,,Y
,Sound,R. C. Brown,Longmans,1954,,,Waves; Vibratory Motion; Sound Wave Propagation; Wave Behaviour; Forced Vibrations; Sound,T. E. Nevin,,Y
,Vibrations and Waves,Norman Feather,Penguin Books,1961,,,Waves; Stretched Strings; Coupled Vibrations; Elastic Vibrations; Plane Waves; Water Waves; Interference; Diffraction; Wave Particle Duality,T. E. Nevin,,Y
,Wave Filters,L. C. Jackson,Methuen And Co.,1944,Second,,Waves; Wave Filters; Filter Construction; Acoustic,T. E. Nevin,,M
,Wave Guides,H. R. L. Lamont,Methuen And Co.,1946,Third,,Waves; Waveguide; Attenuation; Stability; Radiators,T. E. Nevin,,M
,Principles of Modern Acoustics,George W. Swenson,D. Van Nostrand Co.,1953,,,Waves; Vibating String; Membrane; Acoustic; Radiators; Speech and Hearing,T. E. Nevin,,Y
,Light and Sound ,C. O'Donoghue,C. J. Fallon,1971,,,Waves; Wavemotion; Reflection; Dispersion; Colour; Spectra; Interference; Diffaction; Polarisation; Sound,,,Y
,Principles of Radar,Members of Radar School Massachusetts,McGraw-Hill Book Co. ,1946,Second,,Waves; Timing Circuits; Indicators; Receivers; Magnetrons; Modulator; Triode Transmission; Radio Frequency Lines; Radar Antennas; Cavity Resonators; Synchros,T. E. Nevin,,M
,Waves and Oscillations,Frank S. Crawford,McGraw-Hill Book Co. ,1966,,3,Waves; Degrees of Freedom; Linearity; Superposition; Beats; Oscillations; Dispersion Relation,T. E. Nevin,,Y
,Classical Mechanics,J. W. Leech,Methuen And Co.,1965,,,Classical Mech; Lagrangian Equation; Hamiltonian Form; Transformation Theory; Poisson Brackets; Continuous System; Relavtistic Mechanics,L. Jacob,,Y
,Intermediate Mechanics,D. Humphrey,"Longmans, Greena and Co. ",1948,,,Classical Mech; Momentum; Projectiles; Circular Motion; Rigid Body Motion,L. Jacob,,Y
,Dynamics Part 1,A. S. Ramsey,Cambridge University Press,1962,Second,1,Classical Mech; Vectors; Dynamics; Kinematics; Harmonic Motion; Constrained Motion; Poolar Coordinates; Moments of Inertia; Oscillations,L. Jacob,,Y
,Schaum's Outline of Theory and Problems of Theoretical Mechanics,Murray R. Spiegel,McGraw-Hill Book Co. ,1967,,,Classical Mech; Vectors; Newtons Laws of Motion; Uniform Field Motion; Harmonic Oscillations; Planetary Motion; Space Motion; Hamiltonian Theory; Lagranges Equations,,,Y
,"Mass, Length and Time",Norman Feather,Penguin Books,1959,,,Classical Mech; Length; Time; One Dimensional Motion; Simple Harmonic Motion; Planerary Motion; Gravitation; Collisions; Elasticity; Surface Tension; Heat and Energy,T. E. Nevin,,Y
,Classical Mechanics,H. C. Corben; Philip Stehle,John Wiley And Sons,1960,Second,,Classical Mech; Laws of Motion; Kinematics; Degrees of Freedom; Lagranges Equations; Small Oscillations; Rigid Bodies; Hamiltonian Theory; Hamilton-Jacobi; Transformation Theory; Special Relativity,Paul Allen,,Y
,An Elementary Treatise on Statics,S. L .Loney,Cambridge University Press,1951,Second,,Classical Mech; Parallel Forces; Friction; Work; Shearing Stress; Gravity; Unstable Equilibrium; Nul Lines; Potential; Attraction; Clapeyrons Equation,Alexander Montwill,,Y
,Theory of Electrons,L. Rosenfeld,North Holland Publishing Co.,1950,,,Classical Mech; Maxwells Theory; Dynamical Properties; Magnetic Properties; Polarization; Optical Dispersion,T. E. Nevin,,Y
,Mechanics,Keith R. Symon,Addison Wesley Publishing,1967,,,Classical Mech; Newtonian Mechanics; Dimensions; Rigid Bodies; Gravity; Continuous Media; Lagrange,T. E. Nevin,,Y
,Geometrical Optics,L. C. Jackson,Sir Isaac Pitman And Sons,1955,,,Optics; Geometrical Optics; Photometry; Abberations; Optical Instruments,,,Y
,Optical Physics,S. G. Lipson; H. Lipson,Cambridge University Press,1969,,,Optics; Waves; Fourier Theory; Polarization; Diffraction; Fraunhoffer; Coherence; Classical Theory of Dispersion; Quantum Optics,T. E. Nevin,,Y
,Optical Masers,O. S. Heavens,Methuen And Co.,1964,,,Optics; Optical Masers; Gaseous Masers,T. E. Nevin,,Y
,"“The Diffraction of Light, X-rays, And Material Particles”",Charles F. Meyer,The University Of Chicago Press,1934,,,Optics; Fresnel Zones; Zone Methods; Lunes Method; Cornu Spiral; Fraunhoffer; Diffraction Grating; X-ray Diffraction; Particle Diffraction,T. E. Nevin,,Y
,A Treatise on Light,R. A. Houstoun ,"Longmans, Green and Co. ",1925,Fourth,,Optics; Spherical Mirrors and Lenses; Image Defects; Optical Instruments; Interference; Diffraction; Propagation of Light in Crystals; Spectroscopy; Photometry; Colour; Nature of Light; Reflection; Refraction; Radiation; ,T. E. Nevin,Talks about Ether,Y
,An Introduction to Electron Optics,L. Jacob,Methuen And Co.,1951,,,Optics; Electrostatic Field; Trajectory Equation; Electrostatic Lenses; Phase Focusing; Magnetic Field; Abberation; Deflection of Beams,T. E. Nevin,,Y
,Essentials of Optoelectronics,Alan Rogers,Chapman And Hall,1997,,,Optics; Photons; Wave Properties of Light; Polarization Optics; Optical Coherence; Optical Waveguides; Optoelectronics,,,Y
,The Theory of Light: A Treatise on Physical Optics,Richard C. Maclaurin,Cambridge University Press,1908,,1,Optics; Propagation of Light in Isotropic Media; Reflection; Reflection; Transparent Crystal Plates; Newton Rings ,,,Y
,The Theory of Optics,Paul Drude,"Longmans, Green and Co. ",1902,,,Optics; Geometrical Optics; Optical Instruments; Velocity; Interference; Huygens Principle; Diffraction; Polarization; Transparent Isotropic Media; Dispersion; Magnetically Active Substances; Radiation; Incandescent Vapors,T. E. Nevin,,Y
,Concepts of Classical Optics,John Strong,W. H. Freeman and Co.,1958,,,Optics; Light as Wave; Superposition; Electromagnetic Waves; Interaction of Light and Matter; Light Scattering; Polarization; Dielectrics; Double Refraction; Fresnel; Fraunhoffer; Aperture; Image Defects,T. E. Nevin,,Y
,Infrared and Raman Spectra of Polyatomic Molecules,Gerhard Herzberg,D. Van Nostrand Co.,1945,,2,Optics; Rotation Spectra; Vibrational Energy; Raman Spectra; Rotation Vibration Spectra; Thermodynamic Quantities; Nature of Liquid,T. E. Nevin,,Y
